date,hostname,CPU_1,CPU_2,P1_DIMM_1-4,P1_DIMM_5-8,P2_DIMM_1-4,P2_DIMM_5-8,Sys_Exhaust_1,Sys_Exhaust_2,P/S_1_Inlet,P/S_2_Inlet,P/S_1_Exhaust,P/S_2_Exhaust,PS_1_Output,PS_2_Output,CPU_Utilization
1630115105.2974832,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630115165.2743108,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630115226.1905627,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630115285.268578,xlr178node115,40.000,40.000,18.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630115346.2445571,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630115406.0544684,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630115466.0654683,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630115525.3424385,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630115586.2063036,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630115645.9642918,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630115706.0864553,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630115765.2922873,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630115825.2841642,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,565.000,252.000
1630115886.2677238,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630115946.3845384,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630116005.855972,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,23.000,8.000,7.000,41.000,40.000,595.000,565.000,252.000
1630116065.8392248,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116125.7698407,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116185.6162689,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116245.6437414,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,555.000,252.000
1630116305.6823957,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,595.000,560.000,252.000
1630116365.5005007,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116425.8585746,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630116485.6897829,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116545.9008694,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116606.2193377,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116665.8274877,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116725.5985897,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630116785.9790518,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630116845.7038705,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630116905.675531,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630116966.289999,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117026.098435,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117086.16057,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117146.1041362,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117205.882431,xlr178node115,40.000,40.000,18.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630117265.7233336,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,24.000,8.000,8.000,41.000,40.000,595.000,560.000,252.000
1630117326.2821941,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630117386.2403972,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117445.4596434,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117505.4001768,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117566.1141372,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117625.8566475,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630117685.8704777,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630117746.118643,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630117806.0134006,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117866.04226,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630117925.9702783,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630117986.0574098,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630118046.0850472,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630118105.7421603,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630118165.7148426,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630118225.7270873,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630118285.9597652,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118345.910008,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118406.563056,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118465.5514882,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118525.5561352,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118585.6879635,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118645.9090886,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630118705.3384156,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630118766.1308868,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,595.000,560.000,252.000
1630118826.1321812,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118885.8349617,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630118945.7812443,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119006.04968,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119065.8124785,xlr178node115,40.000,40.000,18.000,18.000,16.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630119126.1324337,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,22.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630119186.06825,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630119246.1079657,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630119306.1124394,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119366.7435184,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119425.8172495,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630119485.722516,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119545.588054,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630119605.3040621,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119665.4049845,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630119726.143359,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630119786.0752373,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119845.817734,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119906.2825196,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630119965.5743418,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630120025.426169,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630120085.469537,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630120145.7166672,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120205.659019,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120265.7862375,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120325.6462195,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630120385.5976944,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120446.0612679,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120505.8126884,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,555.000,252.000
1630120565.6116505,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,565.000,252.000
1630120625.6438005,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630120685.5896742,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120745.8809392,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120805.8119948,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120866.400208,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120925.7537313,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630120985.800704,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630121045.5523713,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630121105.2925076,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630121166.3448346,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121225.5727704,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121285.4723706,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121345.7670774,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630121405.8269331,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121465.6981807,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,555.000,252.000
1630121526.4069405,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630121586.1003032,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121645.7928042,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,595.000,560.000,252.000
1630121705.5882878,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630121765.456931,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121825.577836,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121885.2894156,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630121946.4337473,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,565.000,252.000
1630122005.5263393,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630122065.7870116,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630122126.3183925,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630122186.262252,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630122246.2467034,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630122305.5387547,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,595.000,560.000,252.000
1630122365.3599277,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630122426.2168198,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,595.000,565.000,252.000
1630122486.2250857,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630122546.0191772,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630122606.4661574,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630122665.6131616,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630122725.6554713,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630122786.0612605,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630122845.9623783,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,555.000,530.000,252.000
1630122905.8936892,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630122965.5891495,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630123025.6436152,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630123086.0683942,xlr178node115,40.000,40.000,17.000,18.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630123146.3746583,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,8.000,41.000,40.000,590.000,565.000,252.000
1630123205.3982458,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,555.000,252.000
1630123265.9823916,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630123325.8747044,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630123385.8346636,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630123445.940625,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630123505.9416559,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630123565.9188375,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630123625.994696,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630123686.0866618,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630123745.3160746,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630123806.1064153,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630123865.8044705,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630123925.7422264,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630123985.8780231,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124045.782152,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
1630124106.208694,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630124166.055777,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630124225.5235257,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124285.430546,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124346.0778775,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124405.8874273,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124465.6171477,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124525.9028258,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124585.9904375,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124645.8385417,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,41.000,590.000,560.000,252.000
1630124705.9338202,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630124765.9679842,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630124825.8903294,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124886.1230857,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630124946.0620463,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125006.177402,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125065.53391,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125125.288811,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,585.000,555.000,252.000
1630125186.1825714,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630125245.9876268,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630125305.770611,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125365.8665679,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125425.668034,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125485.5928895,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125546.2078276,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125606.189615,xlr178node115,40.000,40.000,17.000,18.000,15.000,15.000,21.000,23.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630125665.4909208,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,8.000,41.000,40.000,590.000,560.000,252.000
1630125726.5743,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,22.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125785.3952935,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,24.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125845.8224578,xlr178node115,40.000,40.000,17.000,17.000,15.000,16.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125905.8084023,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,560.000,252.000
1630125965.9581952,xlr178node115,40.000,40.000,17.000,17.000,15.000,15.000,21.000,23.000,8.000,7.000,41.000,40.000,590.000,565.000,252.000
