32,72
32,71
2,2
2,4
2,4
2,2
2,2
2,2
2,3
2,2
2,3
2,2
2,2
2,2
2,2
2,4
2,4
2,2
2,4
2,2
2,2
2,2
2,2
2,2
2,3
2,3
2,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,3
2,2
2,3
2,2
2,3
2,3
2,3
2,2
2,2
2,2
2,2
2,2
2,3
2,3
2,3
2,3
2,2
2,2
2,2
2,2
2,2
16,1496
2,2
2,3
2,156192
2,165429
2,195851
2,203805
2,210892
2,328004
2,255227
2,265742
2,274102
2,284255
2,323984
2,1739
2,229
64,132
32,6
2,331
2,762
2,762
2,7586
2,7590
2,257
2,256
2,11116
2,11061
2,11059
2,11098
2,11078
2,11061
2,11
2,3
2,6
2,7
2,83
2,82
2,331
2,7
2,7
2,7
2,7
2,3204
2,226
2,448
2,2225
2,391407
2,400545
2,412397
2,427439
2,7583
2,7596
2,15280
2,11073
2,11047
2,672
2,7136
2,7593
2,487279
2,497267
2,509979
2,581442
2,596499
2,5
2,4
2,2
2,29891
2,4
2,15377
2,2
2,2
2,4
2,15511
2,29721
2,5
2,2
2,3
2,2
2,3
2,15352
2,15358
2,30782
2,30656
2,30714
2,29877
2,15354
2,15343
2,30918
2,30921
2,15487
2,30781
2,30223
2,29889
2,30738
2,15334
2,31461
2,4481
2,30846
2,15509
2,30808
2,177034
2,184154
2,184620
2,185422
2,191088
2,196105
2,203597
2,211093
2,221209
2,261604
2,265512
2,274578
2,63
2,3
2,62
2,61
2,62
2,25183
2,25154
2,15558
2,334436
2,359912
2,356778
2,367594
2,377600
2,389862
2,373
2,373
2,5564
2,1093
2,8084
2,23154
2,46814
2,58481
2,1618
2,8195
2,12433
2,24225
2,40523
2,38822
2,1109
2,1624
2,3618
2,1632
2,5447
2,8241
2,8252
2,11359
2,29028
2,17514
2,17512
2,18413
2,18412
2,43724
2,64744
2,65689
2,23648
2,23694
2,39111
2,40212
2,41618
2,46981
2,58066
2,8844
2,179
4,15399
4,16532
2,152
2,93
2,94
2,101
2,102
2,157
2,81853
2,46962
2,48129
2,8227
2,8225
