2,2
2,2
16,602
64,5
32,4
64,7
32,8
64,6
32,7
64,17
32,4
32,2
32,2
2,1
2,18
2,17
96,654
96,658
2,145
2,145
64,25
32,2
32,6
32,8
16,786
16,786
16,26
16,25
16,12
16,12
16,9
16,9
16,13
16,13
32,10
32,9
2,32
2,32
2,34
2,34
2,94
2,94
2,7
2,7
2,19
2,19
2,178
2,178
64,126
32,5
64,125
32,4
2,5
2,5
2,4
2,4
2,2
16,131
96,624
96,622
96,624
96,624
96,625
96,625
96,626
96,623
96,626
96,627
96,622
96,624
96,624
96,624
96,625
96,625
96,624
96,625
96,627
96,626
96,625
96,625
96,625
96,625
96,624
96,625
96,622
96,660
4,92
4,92
16,540
16,539
2,2
64,26
32,3
32,6
32,8
64,43
32,3
32,5
32,7
32,4
32,6
2,3
2,3
2,3
2,3
384,42
192,2
192,8
192,6
192,4
192,5
384,8
192,5
2,59
2,59
2,79
2,80
2,425
2,424
8,5
8,3
8,733
2,26
2,26
2,112
2,111
2,602
2,209
2,208
8,3
8,664
2,1470
2,1470
8,5
8,4
8,4
8,4
8,4
2,736
2,736
8,4
2,1007
2,1007
16,1112
16,1106
16,149568
