8,157606
32,119637
32,121069
32,116804
32,117519
32,119289
32,119945
32,118856
32,118902
32,125603
32,92974
32,123148
32,125711
32,128586
32,120067
32,115316
32,115815
32,116797
32,120163
32,119524
32,121512
32,121868
32,140729
32,120045
32,113438
32,124613
32,131017
32,130959
32,130525
32,132240
32,131963
32,130145
32,130349
32,132290
32,130206
32,132417
32,129204
32,131425
32,131674
32,131109
32,134029
32,92645
32,87618
32,88332
32,131492
32,131264
32,131530
32,158945
32,129810
32,133435
32,133185
32,134049
8,5459
32,3849
32,303
32,7706
32,3
8,73495
32,7960
32,8080
32,87
32,89
8,18974
32,86
1,2088
32,78
32,226
4,2194
4,1996
4,1869
64,4
64,3
16,46164
16,49162
16,42681
16,46263
16,46030
16,49078
16,42869
16,46225
16,48093
16,42770
16,45871
16,45736
16,48074
16,42656
16,45876
16,45711
16,48478
16,42848
16,46078
16,45892
16,48369
16,43022
16,46118
16,45927
16,48099
16,42723
16,45700
16,45624
16,47994
16,42583
16,45825
16,45607
16,48142
16,42713
16,45801
16,45672
16,48072
16,42583
16,45761
16,45654
16,35842
16,31342
16,33943
16,33770
16,34945
16,30547
16,33134
16,32906
16,48628
16,43259
16,46279
16,46052
16,48493
16,42996
16,46250
16,45989
16,47626
16,42236
16,45298
16,45138
16,47590
16,42173
16,45428
16,45290
16,48937
16,43316
16,46567
16,46404
16,48744
16,43319
16,46673
16,46423
16,46136
16,45860
16,45676
16,45919
16,45682
16,48100
16,45289
16,47694
16,30051
16,32518
1,49459
16,3
16,3
16,4
16,2
16,4
16,2
16,4
16,5
16,5
16,2
16,2
16,2
16,6
16,6
16,6
16,9
16,9
16,3
16,4
16,3
16,3
16,4
16,6
16,7
16,5
16,6
16,6
16,2
16,3
16,6
16,2
16,4
16,3
16,6
16,6
16,7
16,7
16,3
16,6
16,3
16,6
16,5
16,6
16,5
16,7
16,6
32,82
1,84
32,37
1,60
1,127
32,46
32,53
1,44
32,16
32,8
1,22
1,11
1,22
1,21
1,27
1,57
32,45
1,155
32,36
